entidade;atributo;descricao
maltego.Person;pessoa.cns;Cartão Nacional de Saúde
maltego.Person;pessoa.cod_ibge_uf;Código de 2 dígitos associados a um UF.
maltego.Person;pessoa.cod_posemis;
maltego.Person;pessoa.contador;Profissional de contabilidade responsável.
maltego.Person;pessoa.cpf;Cadastro Nacional de Pessoa Física
maltego.Person;pessoa.credenciamento;Indica se o indivíduo está credenciado ou registrada no sistema.
maltego.Person;credilink_label;Identificação específica da empresa no sistema de informações comerciais Credilink.
maltego.Person;pessoa.ctps;Carteira de Trabalho e Previdência Social
maltego.Person;pessoa.data_de_admissao;Data de admissão
maltego.Person;pessoa.data_atividade_comercial;Data associada a uma determinada transação comercial.
maltego.Person;pessoa.data_cadastramento;Data de cadastramento da pessoa.
maltego.Person;pessoa.data_expedicao_rg;Quando o documento de identidade foi emitido.
maltego.Person;pessoa.inicio_de_atividade;Data da assinatura do primeiro contrato social da empresa
maltego.Person;pessoa.data_de_início_em_sociedade;Data de entrada em uma sociedade
maltego.Person;pessoa.data_nascimento;Indica o dia, mês e ano em que a pessoa nasceu.
maltego.Person;pessoa.data_obito;Data registrada do falecimento.
maltego.Person;pessoa.data_outro_documento;Data em que o documento adicional foi emitido.
maltego.Person;pessoa.dedo_amputado; Indica se existe amputação de algum dedo.
maltego.Person;pessoa.deposito_fechado;Armazenagem própria apenas para estoque do contribuinte e situada no mesmo Estado.
maltego.Person;pessoa.descricao_do_cnae;Descrição do CNAE.
maltego.Person;pessoa.descricao_cbo;Descrição da CBO
maltego.Person;pessoa.detalhes_inscricao_estadual;Apresenta informações específicas relacionadas à inscrição estadual.
maltego.Person;pessoa.dni;Documento Nacional de Identidade
maltego.Person;pessoa.doador;Indica se a pessoa é doadora de orgãos.
maltego.Person;pessoa.drr;Pontos de Presença da Receita Estadual (Secretaria da Fazenda)
maltego.Person;pessoa.data_situacao_cadastral;Data de alterações significativas no cadastro legal da pessoa ou empresa.
maltego.Person;pessoa.ectrodactilia_d;Malformação congênita presente na mão direita
maltego.Person;pessoa.ectrodactilia_e;Malformação congênita presente na mão esquerda.
maltego.Person;pessoa.e_mail;Contato eletrônico primário da pessoa para correspondências digitais.
maltego.Person;pessoa.matricula_employee;Identificador do indivíduo como funcionário em uma organização.
maltego.Person;pessoa.envio_de_arquivos_de_efd;Indica se há obrigatoriedade de envio dos arquivos da Escrituração Fiscal Digital (EFD) para a administração tributária.
maltego.Person;pessoa.escolaridade;Escolaridade da pessoa
maltego.Person;pessoa.estado_civil;Situação matrimonial atual da pessoa.
maltego.Person;pessoa.estatura;Altura da pessoa.
maltego.Person;base_entity.expandable;Valores a serem expandidos
maltego.Person;pessoa.faixa_etaria;Faixa etária.
maltego.Person;pessoa.fator_rh;Tipo de antígeno presente no sangue da pessoa.
maltego.Person;person.filepath;Caminho para um arquivo de referência
maltego.Person;pessoa.filhosmaiores;Informação sobre filhos da pessoa que são legalmente adultos.
maltego.Person;pessoa.filhosmenores;Informação sobre filhos da pessoa que ainda não são legalmente adultos.
maltego.Person;pessoa.filiacao;Nomes dos pais ou tutores.
maltego.Person;pessoa.formacao;Formação da pessoa
maltego.Person;pessoa.formulario_renach;Identificação do formulário do Registro Nacional de Condutores Habilitados.
maltego.Person;pessoa.grau_de_instrucao;Nível educacional do indivíduo.
maltego.Person;pessoa.grau_de_parentesco;Grau de parentesco com o alvo da busca
maltego.Person;pessoa.id_corpo;Número único para identificação de um corpo.
maltego.Person;person.id;Identificador único da entidade no sistema.
maltego.Person;pessoa.id_profissional;Número que identifica a pessoa em seu contexto profissional.
maltego.Person;pessoa.idade;Idade atual da pessoa.
maltego.Person;pessoa.idioma;Idioma falado ou conhecido pela pessoa.
maltego.Person;pessoa.impossivel_assinar;Indica se a pessoa tem alguma limitação que a impede de assinar documentos.
maltego.Person;pessoa.informacoes_adicionais;Dados complementares relevantes.
maltego.Person;pessoa.info_restricao;Restrições financeiras ou legais.
maltego.Person;person.ie;Inscrição Estadual associada
maltego.Person;label_default_key;Identificação padrão usada para categorizar ou marcar a pessoa.
maltego.Person;person.link;Endereço eletrônico associado à pessoa.
maltego.Person;pessoa.macrodactilia_d; Dedos anormalmente grandes na mão direita.
maltego.Person;pessoa.macrodactilia_e; Dedos anormalmente grandes na mão esquerda.
maltego.Person;pessoa.mae;Indica o nome completo da mãe da pessoa.
maltego.Person;person.fullname;Nome completo de uma Pessoa
maltego.Person;pessoa.matricula;Identificador único em contextos educacionais ou corporativos.
maltego.Person;pessoa.media_credito;Média mensal das movimentações de crédito.
maltego.Person;pessoa.media_debito;Média mensal das movimentações de débito.
maltego.Person;pessoa.mei;Micro Empreendedor Individual
maltego.Person;pessoa.mei_caminhoneiro;Micro Empreendedor Individual - Caminhoneiro
maltego.Person;pessoa.microdactilia_d;Dedos anormalmente pequenos na mão direita.
maltego.Person;pessoa.microdactilia_e;Dedos anormalmente pequenos na mão esquerda.
maltego.Person;pessoa.motivo_da_restricao;Motivos de restrições financeiras ou legais.
maltego.Person;person.mp_virtual_code;Código virtual associado à pessoa no Ministério Público.
maltego.Person;pessoa.nacionalidade; País de origem ou cidadania da pessoa.
maltego.Person;pessoa.naturalidade;Cidade ou localidade onde a pessoa nasceu.
maltego.Person;pessoa.natureza_juridica;Natureza da relação entre o autônomo e seus clientes ou contratantes.
maltego.Person;pessoa.nome_anterior;Nome utilizado anteriormente pela pessoa
maltego.Person;person.fullname;Nome completo de uma Pessoa
maltego.Person;pessoa.nome_social;Autoidentificação da pessoa.
maltego.Person;pessoa.numero_outro_documento;Número específico do documento adicional mencionado.
maltego.Person;pessoa.numero_registro_sicri;Número de Registro no Sistema de Identificacao Criminal
maltego.Person;pessoa.aplicativo_nfpe;Número do documento NFP-e associado à Pessoa.
maltego.Person;pessoa.obito;Verifica se há registro de falecimento.
maltego.Person;pessoa.observacoes;Observações a respeito do indivíduo.
maltego.Person;pessoa.olhos;Cor ou características dos olhos da pessoa.
maltego.Person;pessoa.orgao_emissor_outro_documento;Entidade que emitiu o documento adicional.
maltego.Person;pessoa.orgao_emissor_rg;Instituição que emitiu o documento de identidade da pessoa.
maltego.Person;pessoa.outras_caracteristicas;Informações adicionais sobre características físicas.
maltego.Person;pessoa.outras_ocorrencias;Quantidade de outras ocorrências
maltego.Person;pessoa.outro_documento;Indica a presença de um documento adicional relevante.
maltego.Person;pessoa.outros;Engloba diferentes documentos adicionais relevantes para a pessoa.
maltego.Person;pessoa.pcd;Pessoa com deficiência
maltego.Person;pessoa.cadastro_do_paf_ecf;Indica se o indivíduo em questão tem o Programa Aplicativo Fiscal para o Emissor de Cupom Fiscal (PAF-ECF) cadastrado no sistema.
maltego.Person;pessoa.pai;Indica o nome completo do pai da pessoa.
maltego.Person;pessoa.pais_passaporte;País de origem do passaporte.
maltego.Person;pessoa.parentesco;Relação de parentesco da pessoa com outras entidades.
maltego.Person;pessoa.participacao;Refere-se ao papel ou posição que uma pessoa ocupa dentro da estrutura societária de uma empresa.
maltego.Person;pessoa.passaporte;Numero do Passaporte
maltego.Person;pessoa.pele;Descrição da tonalidade ou características da pele.
maltego.Person;pessoa.pena_imposta;Punição ou castigo imposto por lei a algum crime, delito ou contravenção.
maltego.Person;pessoa.peso;Massa corporal para identificação.
maltego.Person;pessoa.pgu;Identificador no documento de habilitação
maltego.Person;pessoa.pis;Número de registro no programa PIS/PASEP, importante para benefícios sociais e trabalhistas.
maltego.Person;pessoa.polidactilia_d;Presença de dedos extras na mão direita.
maltego.Person;pessoa.polidactilia_e;Presença de dedos extras na mão esquerda.
maltego.Person;pessoa.porte;Descrição física geral da pessoa, como porte atlético, magro, etc.
maltego.Person;pessoa.possui_salario;Verifica se existe informação sobre salário.
maltego.Person;person.firstnames;Primeiro nome de uma Pessoa
maltego.Person;pessoa.procedencia;Procedência do indivíduo
maltego.Person;pessoa.procon;Informacoes do PROCON
maltego.Person;pessoa.profissao;Atividade profissional exercida.
maltego.Person;person.qtd_processos;Quantidade de processos judiciais ou administrativos relacionados.
maltego.Person;pessoa.qualidade;Características ou atributos específicos da pessoa.
maltego.Person;pessoa.qualificação_societária;Qualificação do sócio em uma empresa
maltego.Person;pessoa.razao_social;Razão Social da Empresa
maltego.Person;pessoa.recaptura;Detalhes sobre eventuais processos de recaptura associados à pessoa.
maltego.Person;pessoa.regime_de_tributacao;Um sistema que estabelece a cobrança de impostos de cada CNPJ.
maltego.Person;pessoa.regime_de_pagamento;Sistema utilizado para quitar obrigações financeiras.
maltego.Person;pessoa.regimebens; Termos legais que regem a propriedade dos bens em um casamento.
maltego.Person;pessoa.unidade_regional_tributaria;Unidade Regional Tributária a qual o profissional está registrado ou associado.
maltego.Person;pessoa.renach;Registro Nacional de Carteira de Habilitacao.
maltego.Person;pessoa.renda_estimada;Estimativa de renda.
maltego.Person;pessoa.renda_presumida;Renda presumida.
maltego.Person;pessoa.restricoes_medicas;Indica se a pessoa possui restrições médicas.
maltego.Person;pessoa.rg;Documento oficial brasileiro para identificação pessoal.
maltego.Person;pessoa.rg_pm;Número de identificação da Polícia Militar.
maltego.Person;pessoa.rne;Identificação para estrangeiros residentes no Brasil.
maltego.Person;pessoa.secret;Chave secreta para operações de segurança interna e autenticação.
maltego.Person;pessoa.serie_ctps;Número de Série da Carteira de Trabalho e Previdência Social
maltego.Person;pessoa.sexo;Gênero biológico da pessoa.
maltego.Person;pessoa.sigilo;Classificação de confidencialidade do registro.
maltego.Person;pessoa.signo;Signo zodiacal.
maltego.Person;pessoa.simples_nacional;Regime simplificado e unificado de arrecadação
maltego.Person;base_entity.sinapses_adicionais;
maltego.Person;pessoa.sindactilia_d;Descreve a fusão dos dedos na mão direita.
maltego.Person;pessoa.sindactilia_e;Descreve a fusão dos dedos na mão esquerda
maltego.Person;pessoa.situacao_atual;Situação atual sobre o emprego da Pessoa.
maltego.Person;pessoa.situacao_cadastral_vigente;Informações sobre a situação econômica, financeira ou fiscal do titular do CPF.
maltego.Person;pessoa.situacao_do_cpf;Nenhuma pendência no cadastro do contribuinte.
maltego.Person;person.lastname;Sobrenome de uma Pessoa.
maltego.Person;pessoa.status_receita;Situação fiscal na Receita Federal.
maltego.Person;pessoa.tatuagens;Desenhos corporais para identificação.
maltego.Person;pessoa.tel_id;Identificador exclusivo associado ao telefone da pessoa.
maltego.Person;pessoa.tipo_do_contribuinte;Classificação quanto ao tipo de contribuição do profissional.
maltego.Person;pessoa.tipo_pis_pasep;Categoria ou variação do programa PIS/PASEP ao qual a pessoa está vinculada.
maltego.Person;pessoa.tipo_sanguineo;Grupo sanguíneo da pessoa.
maltego.Person;pessoa.titulo_eleitor;Identificação para participação em processos eleitorais.
maltego.Person;pessoa.total_credito;Soma total das movimentações de crédito realizadas pela pessoa.
maltego.Person;pessoa.total_debito;Soma total das movimentações de débito realizadas pela pessoa.
maltego.Person;pessoa.uf;Unidade Federativa
maltego.Person;pessoa.uf_cnh;Estado emissor da licença de motorista.
maltego.Person;pessoa.uf_ctps;Estado da Carteira de Trabalho e Previdência Social
maltego.Person;pessoa.uf_de_nascimento;Indica a UF onde a pessoa nasceu
maltego.Person;pessoa.uf_outro_documento;Estado brasileiro onde o documento adicional foi emitido.
maltego.Person;pessoa.uf_do_rg;Estado emissor do documento de identidade.
maltego.Person;pessoa.ultima_situacao;Registro mais recente da condição legal ou comercial da pessoa ou empresa.
maltego.Person;pessoa.ultimo_salario;Valor mais recente do salário registrado.
maltego.Person;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
maltego.Person;pessoa.vulgo;Nome pelo qual a pessoa é conhecida popularmente, diferente do nome legal.
maltego.Person;pessoa.zona;Zona eleitoral.
sinapses.Gastos_Cartao;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.Gastos_Cartao;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.Gastos_Cartao;base_entity.id;Identificador exclusivo da operação dentro do registro de gastos.
sinapses.Gastos_Cartao;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.Gastos_Cartao;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.Gastos_Cartao;gastos_cartao.valor;Quantia utilizada na operação registrada pelo sistema de controle.
sinapses.Registro_Latente;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.Registro_Latente;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.Registro_Latente;registro_latente.data_extracao;Data de captura do registro.
sinapses.Registro_Latente;registro_latente.data_extracao_old;Data anterior de captura.
sinapses.Registro_Latente;base_entity.expandable;Valores a serem expandidos
sinapses.Registro_Latente;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
sinapses.Registro_Latente;registro_latente.laudo;Análise técnica do registro.
sinapses.Registro_Latente;registro_latente.laudo;Análise técnica do registro.
sinapses.Registro_Latente;registro_latente.ocorrencia;Detalhamento do evento capturado.
sinapses.Registro_Latente;registro_latente.origem;Fonte de origem do registro.
sinapses.Registro_Latente;registro_latente.processo_judicial;Identificação do litígio relacionado.
sinapses.Registro_Latente;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.Registro_Latente;base_entity.sinapses_adicionais;
sinapses.Registro_Latente;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.DataHora;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.DataHora;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.DataHora;data_hora.data_hora;Registro temporal preciso para eventos e operações registradas no sistema.
sinapses.DataHora;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
sinapses.DataHora;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.DataHora;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.DataHora;data_hora.utc_desloc;Diferencial de horário ajustado ao padrão mundial para sincronização de eventos.
sinapses.Pasta;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.Pasta;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.Pasta;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
sinapses.Pasta;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.Pasta;pasta.source;Especifica o caminho no sistema de arquivos onde a pasta está localizada.
sinapses.Pasta;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.CEAF;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.CEAF;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.CEAF;base_entity.id; Identificador exclusivo no CEAF.
sinapses.CEAF;ceaf.orgao;Entidade relacionada.
sinapses.CEAF;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.CEAF;ceaf.tipo;Classificação no CEAF.
sinapses.CEAF;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.Chamada_Telefonica;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.Chamada_Telefonica;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.Chamada_Telefonica;chamada_telefonica.chamada_telefonica_date;Timestamp da inicialização da chamada.
sinapses.Chamada_Telefonica;chamada_telefonica.destiny_number;Número de telefone alvo recebendo a chamada.
sinapses.Chamada_Telefonica;chamada_telefonica.duration;Intervalo de tempo medido desde o início até a conclusão da chamada.
sinapses.Chamada_Telefonica;chamada_telefonica.id;Identificador exclusivo da chamada no sistema de registro.
sinapses.Chamada_Telefonica;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
sinapses.Chamada_Telefonica;chamada_telefonica.origin_ip;Endereço IP do aparelho de onde a chamada foi gerada.
sinapses.Chamada_Telefonica;chamada_telefonica.origin_number;Número de telefone do iniciador da chamada.
sinapses.Chamada_Telefonica;chamada_telefonica.origin_port;Porta de conexão usada no dispositivo de origem da chamada.
sinapses.Chamada_Telefonica;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.Chamada_Telefonica;chamada_telefonica.status;Categoria atual da ligação, indicando se está em curso, em espera ou concluída.
sinapses.Chamada_Telefonica;chamada_telefonica.media_type;Classificação do conteúdo transmitido, áudio ou vídeo.
sinapses.Chamada_Telefonica;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
maltego.Domain;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
maltego.Domain;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
maltego.Domain;fqdn;Endereço eletrônico que identifica o domínio na internet.
maltego.Domain;base_entity.expandable;Valores a serem expandidos
maltego.Domain;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
maltego.Domain;fqdn;Endereço eletrônico que identifica o domínio na internet.
maltego.Domain;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
maltego.Domain;base_entity.sinapses_adicionais;
maltego.Domain;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.MultiMedia;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.MultiMedia;arquivo.access_time;Última data e hora de acesso ao documento.
sinapses.MultiMedia;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.MultiMedia;arquivo.creation_time;Data e hora da criação inicial do documento.
sinapses.MultiMedia;arquivo.deleted_time;Data e hora da exclusão do documento do sistema.
sinapses.MultiMedia;arquivo.description;Sumário do conteúdo e propósito do documento.
sinapses.MultiMedia;arquivo.doc_link;Link direto para o acesso ao documento.
sinapses.MultiMedia;arquivo.download_info;Parâmetros e protocolos para baixar o documento.
sinapses.MultiMedia;base_entity.expandable;Valores a serem expandidos
sinapses.MultiMedia;arquivo.extensao;Sufixo adicionado ao nome do arquivo para indicar o tipo de arquivo ou o formato de dados contido no arquivo.
sinapses.MultiMedia;arquivo.file_size;Espaço de armazenamento ocupado pelo documento.
sinapses.MultiMedia;arquivo.fonte_da_info;Proveniência das informações contidas no documento.
sinapses.MultiMedia;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
sinapses.MultiMedia;multi_media.language;Codigo da lingua do audio. Listagem em:'https://cloud.google.com/speech-to-text/docs'/languages'
sinapses.MultiMedia;multi_media.title;Nome dado ao conteúdo multimídia, refletindo seu tema ou assunto principal.
sinapses.MultiMedia;arquivo.modify_time;Registro da última alteração no documento.
sinapses.MultiMedia;arquivo.numero;Número único para identificação do documento.
sinapses.MultiMedia;arquivo.origem;Local ou entidade de origem do documento.
sinapses.MultiMedia;arquivo.processo_relacionado;Identificação de um processo legal ou administrativo vinculado ao documento.
sinapses.MultiMedia;arquivo.resumo;Destaque dos tópicos principais abordados no documento.
sinapses.MultiMedia;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.MultiMedia;base_entity.sinapses_adicionais;
sinapses.MultiMedia;arquivo.source;Arquivo onde o documento foi originalmente encontrado, codificado em Base64.
sinapses.MultiMedia;multi_media.speakers;Numero de pessoas falando no audio usado para a transcricao
sinapses.MultiMedia;multi_media.tipo_mime;Classificação do formato do arquivo, detalhando sua estrutura de dados e natureza.
sinapses.MultiMedia;multi_media.title;Nome dado ao conteúdo multimídia, refletindo seu tema ou assunto principal.
sinapses.MultiMedia;multi_media.track_length;Duração total do arquivo de áudio ou vídeo, medida em unidades de tempo padrão.
sinapses.MultiMedia;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.RDI;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.RDI;arquivo.access_time;Última data e hora de acesso ao documento.
sinapses.RDI;rdi.ano;Ano de referência ou contexto temporal do relatório, crucial para entender seu enquadramento temporal.
sinapses.RDI;rdi.assunto;Tema central ou tópico abordado no relatório, delineando o foco principal da análise.
sinapses.RDI;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.RDI;arquivo.creation_time;Data e hora da criação inicial do documento.
sinapses.RDI;rdi.data;Data de criação do relatório, marcando o momento de sua elaboração ou registro no sistema.
sinapses.RDI;arquivo.deleted_time;Data e hora da exclusão do documento do sistema.
sinapses.RDI;arquivo.description;Sumário do conteúdo e propósito do documento.
sinapses.RDI;arquivo.doc_link;Link direto para o acesso ao documento.
sinapses.RDI;arquivo.download_info;Parâmetros e protocolos para baixar o documento.
sinapses.RDI;base_entity.expandable;Valores a serem expandidos
sinapses.RDI;arquivo.extensao;Sufixo adicionado ao nome do arquivo para indicar o tipo de arquivo ou o formato de dados contido no arquivo.
sinapses.RDI;arquivo.file_size;Espaço de armazenamento ocupado pelo documento.
sinapses.RDI;arquivo.fonte_da_info;Proveniência das informações contidas no documento.
sinapses.RDI;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
sinapses.RDI;rdi.numero;Identificador único do relatório dentro do sistema, facilitando a referência e organização.
sinapses.RDI;arquivo.modify_time;Registro da última alteração no documento.
sinapses.RDI;rdi.numero;Identificador único do relatório dentro do sistema, facilitando a referência e organização.
sinapses.RDI;rdi.origem;Fonte ou proveniência do relatório, essencial para avaliar sua autenticidade e relevância.
sinapses.RDI;arquivo.processo_relacionado;Identificação de um processo legal ou administrativo vinculado ao documento.
sinapses.RDI;arquivo.resumo;Destaque dos tópicos principais abordados no documento.
sinapses.RDI;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.RDI;base_entity.sinapses_adicionais;
sinapses.RDI;arquivo.source;Arquivo onde o documento foi originalmente encontrado, codificado em Base64.
sinapses.RDI;rdi.tipo_documento;Classificação do relatório, indicando sua natureza ou categoria específica dentro do conjunto de inteligência.
sinapses.RDI;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.CEPIM;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.CEPIM;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.CEPIM;base_entity.id;Código único associado à organização no cadastro.
sinapses.CEPIM;cepim.motivo;Motivação detalhada do impedimento da organização.
sinapses.CEPIM;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.CEPIM;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.Processos;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.Processos;processos.andamentos;Registro cronológico das etapas e condições do processo.
sinapses.Processos;processos.ano;Ano do Processo
sinapses.Processos;processos.apelado;Apelado da ação judicial
sinapses.Processos;processos.apelante;Apelante da ação judicial
sinapses.Processos;processos.apensados;Documentos ou processos anexados ao dossiê principal.
sinapses.Processos;processos.area_direito;Especialidade do direito sob a qual o processo se categoriza.
sinapses.Processos;processos.arquivado;Indica se o processo está inativo ou finalizado no sistema.
sinapses.Processos;processos.assuntos;Temas ou questões de interesse legal vinculados ao processo.
sinapses.Processos;processos.audiencias;Sessões planejadas para debates, depoimentos ou avaliações judiciais.
sinapses.Processos;processos.autor;Autor da ação judicial
sinapses.Processos;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.Processos;processos.camara;Câmara do Tribunal
sinapses.Processos;processos.classe_originaria;classificação do procedimento judicial original
sinapses.Processos;processos.classes;Categoria legal que define as normas processuais do caso.
sinapses.Processos;processos.assunto_codigo;Identificador numérico do status corrente do processo.
sinapses.Processos;processos.classe_codigo;Sequência numérica que define a categoria processual.
sinapses.Processos;processos.codigo_da_jurisdicao;Código que delimita a esfera de competência do processo.
sinapses.Processos;processos.orgao_codigo;Identificador codificado do órgão judicial envolvido.
sinapses.Processos;processos.situacao_codigo;
sinapses.Processos;processos.tipo_codigo;Numeração que distingue a natureza processual do caso.
sinapses.Processos;processos.comarca;Região jurisdicional do processo.
sinapses.Processos;processos.controle;Selos de controle interno.
sinapses.Processos;processos.crime;Crime listado no processo
sinapses.Processos;processos.dados_delegacia;Conjunto de informações sobre a delegacia envolvida no caso.
sinapses.Processos;processos.data_autuacao;Dia em que o processo foi oficialmente registrado e recebeu um número único de identificação.
sinapses.Processos;processos.data_cadastramento;Data Cadastramento
sinapses.Processos;processos.data_da_informacao;Data da informação coletada.
sinapses.Processos;processos.data_instauracao;Dia em que o processo foi oficialmente iniciado.
sinapses.Processos;processos.data_da_propositura;Data da propositura da ação.
sinapses.Processos;processos.data_remessa;Data do envio de documentos processuais ao órgão judiciário competente.
sinapses.Processos;processos.data_sentenca;Data da sentenca aplicada no Processo
sinapses.Processos;processos.decisoes;Conjunto de determinações e julgamentos emitidos no processo.
sinapses.Processos;processos.descricao_pena;Especificação das penalidades definidas em sentença.
sinapses.Processos;processos.documento_origem;Número do documento de Origem
sinapses.Processos;processos.esfera;Esfera governamental.
sinapses.Processos;processos.estado;Situação atual do processo no fluxo processual.
sinapses.Processos;processos.executado;Réu da execução judicial
sinapses.Processos;processos.exequente;Autor da execução judicial
sinapses.Processos;base_entity.expandable;Valores a serem expandidos
sinapses.Processos;processos.extras;Detalhes complementares que não se enquadram nos campos padrão.
sinapses.Processos;processos.fonte;Procedência das informações processuais registradas.
sinapses.Processos;processos.foro;Âmbito territorial ou corte específica responsável pelo caso.
sinapses.Processos;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
sinapses.Processos;processos.incidentes;Eventos ou exceções processuais ocorridas no caso.
sinapses.Processos;processos.inicio_processo;Momento em que o processo foi efetivamente deflagrado.
sinapses.Processos;processos.instancia;Grau hierárquico judicial de tramitação ou julgamento do processo.
sinapses.Processos;processos.juiz;Identificação do magistrado ou julgador do processo.
sinapses.Processos;processos.juiz_relator;Membro do tribunal designado para elaborar um parecer sobre o processo específico que está sendo julgado.
sinapses.Processos;processos.jurisdicao;Extensão territorial ou administrativa da autoridade julgadora.
sinapses.Processos;processos.justica_estadual;Justiça Estadual.
sinapses.Processos;processos.link;Endereço eletrônico para informações detalhadas do caso.
sinapses.Processos;processos.local;Designação exata do lugar de ocorrência ou julgamento do processo.
sinapses.Processos;processos.maço;Conjunto de autos processuais reunidos para remessa ao arquivo
sinapses.Processos;processos.num_processo;Código único de identificação do caso jurídico.
sinapses.Processos;processos.movimentacoes;Histórico de todas as ações procedimentais do processo.
sinapses.Processos;processos.natureza;Essência jurídica ou tipo específico do litígio.
sinapses.Processos;processos.nivel;Estrato hierárquico ou grau de jurisdição do processo.
sinapses.Processos;processos.num_antiga_processo;Código de identificação do caso jurídico antes de uma eventual mudança para um novo sistema numeratório.
sinapses.Processos;processos.num_nova_processo;Código único de identificação do caso jurídico atualizado.
sinapses.Processos;processos.num_processo;Código único de identificação do caso jurídico.
sinapses.Processos;processos.numero_origem;Identificação original do processo antes de quaisquer remessas.
sinapses.Processos;processos.objeto;Número padronizado para referência nacional do processo.
sinapses.Processos;processos.objeto;Questão central ou motivo de instauração do processo.
sinapses.Processos;processos.orgao;Instituição judicial responsável pela tramitação do caso.
sinapses.Processos;processos.orgao_julgador;Instância judicial ou o tribunal responsável por analisar e decidir sobre as questões do processo.
sinapses.Processos;processos.pautas;Lista de casos agendados para audição ou deliberação judicial.
sinapses.Processos;processos.poder_judiciario;Ramo do governo ao qual o processo está submetido.
sinapses.Processos;processos.processo_siscom;Número do processo no SISCOM
sinapses.Processos;processos.processo_tjmg;Número do Processo no TJMG
sinapses.Processos;processos.processos_relacionados;Registros associados que têm relação direta com o caso.
sinapses.Processos;processos.recursos;Medidas legais solicitando a revisão ou anulação de uma decisão.
sinapses.Processos;processos.reu;Réu da ação judicial
sinapses.Processos;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.Processos;processos.sentenca;Sentença aplicada ao processo
sinapses.Processos;processos.sigiloso;Indicativo de restrição de acesso aos detalhes do processo.
sinapses.Processos;base_entity.sinapses_adicionais;
sinapses.Processos;processos.situacao;Situação do Processo
